titulo,precio,link,marca,imagen,empresa,fecha,id
Apple iPhone 14 Pro 256 Gb - Morado Oscuro Celular Libre,7999000,https://articulo.mercadolibre.com.co/MCO-1150812258-apple-iphone-14-pro-256-gb-morado-oscuro-celular-libre-_JM#position=14&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1150812258
iPhone 14 Pro Max De 256 Gb - Color Plata,10309810,https://articulo.mercadolibre.com.co/MCO-1560230166-iphone-14-pro-max-de-256-gb-color-plata-_JM#position=15&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1560230166
Apple iPhone 14 Pro Max A2894 6gb 1tb,12599000,https://articulo.mercadolibre.com.co/MCO-1237239374-apple-iphone-14-pro-max-a2894-6gb-1tb-_JM#position=16&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1237239374
Apple iPhone 14 Pro Max A2896 6gb 1tb Dual Sim Duos,12819000,https://articulo.mercadolibre.com.co/MCO-1666996070-apple-iphone-14-pro-max-a2896-6gb-1tb-dual-sim-duos-_JM#position=17&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1666996070
Apple iPhone 14 Pro Max A2651 6gb 128gb,9099000,https://articulo.mercadolibre.com.co/MCO-1668904640-apple-iphone-14-pro-max-a2651-6gb-128gb-_JM#position=18&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1668904640
Apple iPhone 14 Pro A2890 6gb 1tb,14699000,https://articulo.mercadolibre.com.co/MCO-1673285284-apple-iphone-14-pro-a2890-6gb-1tb-_JM#position=19&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1673285284
Apple iPhone 14 Pro Max A2893 6gb 512gb,12629000,https://articulo.mercadolibre.com.co/MCO-1307960311-apple-iphone-14-pro-max-a2893-6gb-512gb-_JM#position=20&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1307960311
Apple iPhone 14 Pro A2892 6gb 1tb Dual Sim Duos,14169000,https://articulo.mercadolibre.com.co/MCO-1308750573-apple-iphone-14-pro-a2892-6gb-1tb-dual-sim-duos-_JM#position=21&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1308750573
Apple iPhone 14 Pro Max A2894 6gb 512gb,11399000,https://articulo.mercadolibre.com.co/MCO-1237220852-apple-iphone-14-pro-max-a2894-6gb-512gb-_JM#position=22&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1237220852
Apple iPhone 14 Plus A2888 6gb 512gb Dual Sim Duos,11599000,https://articulo.mercadolibre.com.co/MCO-1164401841-apple-iphone-14-plus-a2888-6gb-512gb-dual-sim-duos-_JM#position=23&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1164401841
Apple iPhone 14 Pro Max A2893 6gb 256gb,11749000,https://articulo.mercadolibre.com.co/MCO-1307933471-apple-iphone-14-pro-max-a2893-6gb-256gb-_JM#position=24&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1307933471
Apple iPhone 14 Pro Max A2896 6gb 512gb Dual Sim Duos,11439000,https://articulo.mercadolibre.com.co/MCO-1666995862-apple-iphone-14-pro-max-a2896-6gb-512gb-dual-sim-duos-_JM#position=25&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1666995862
Apple iPhone 14 Pro Max A2894 6gb 128gb,7299000,https://articulo.mercadolibre.com.co/MCO-1237232044-apple-iphone-14-pro-max-a2894-6gb-128gb-_JM#position=26&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1237232044
Apple iPhone 14 Pro Max A2896 6gb 256gb Dual Sim Duos,9519000,https://articulo.mercadolibre.com.co/MCO-1666980102-apple-iphone-14-pro-max-a2896-6gb-256gb-dual-sim-duos-_JM#position=27&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1666980102
iPhone 14 Pro Max 128 Gb,4700000,https://articulo.mercadolibre.com.co/MCO-1306594831-iphone-14-pro-max-128-gb-_JM#position=28&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1306594831
Apple iPhone 14 Pro Max (256 Gb) - Morado Oscuro,5890000,https://articulo.mercadolibre.com.co/MCO-1723758926-apple-iphone-14-pro-max-256-gb-morado-oscuro-_JM#position=29&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1723758926
Apple iPhone 14 Pro (256 Gb) 6gb Ram A16 Ios 17 Original,2400000,https://articulo.mercadolibre.com.co/MCO-1979423222-apple-iphone-14-pro-256-gb-6gb-ram-a16-ios-17-original-_JM#position=30&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1979423222
Apple iPhone 14 (128 Gb) - Medianoche,3989000,https://articulo.mercadolibre.com.co/MCO-1782598280-apple-iphone-14-128-gb-medianoche-_JM#position=31&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1782598280
iPhone 14 Pro Max 128gb,4299999,https://articulo.mercadolibre.com.co/MCO-1985168498-iphone-14-pro-max-128gb-_JM#position=32&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1985168498
Apple iPhone 14 Pro (512 Gb) 6gb Ram A16 Ios 17 Original,2700000,https://articulo.mercadolibre.com.co/MCO-1979346234-apple-iphone-14-pro-512-gb-6gb-ram-a16-ios-17-original-_JM#position=33&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1979346234
Apple iPhone 14 Pro Max (256 Gb) - Negro Espacial,4829000,https://articulo.mercadolibre.com.co/MCO-1983067850-apple-iphone-14-pro-max-256-gb-negro-espacial-_JM#position=34&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1983067850
iPhone 14 Pro Max,5999999,https://articulo.mercadolibre.com.co/MCO-1344173771-iphone-14-pro-max-_JM#position=35&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1344173771
iPhone 14 Y 14 Pro,4300000,https://articulo.mercadolibre.com.co/MCO-1352104969-iphone-14-y-14-pro-_JM#position=36&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1352104969
iPhone 14 128gb,3550000,https://articulo.mercadolibre.com.co/MCO-1333465875-iphone-14-128gb-_JM#position=37&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1333465875
Apple iPhone 14 Pro Max (256 Gb) - Oro,4829000,https://articulo.mercadolibre.com.co/MCO-1983067914-apple-iphone-14-pro-max-256-gb-oro-_JM#position=38&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1983067914
Apple iPhone 14 Pro (256 Gb) - Morado Oscuro,5550000,https://articulo.mercadolibre.com.co/MCO-1985324006-apple-iphone-14-pro-256-gb-morado-oscuro-_JM#position=39&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1985324006
iPhone 14 Pro Max 256gb,5150000,https://articulo.mercadolibre.com.co/MCO-1333448383-iphone-14-pro-max-256gb-_JM#position=40&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1333448383
Apple iPhone 14 Pro Max (256 Gb) - Plata,4829000,https://articulo.mercadolibre.com.co/MCO-1983054540-apple-iphone-14-pro-max-256-gb-plata-_JM#position=41&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1983054540
Apple iPhone 14 Pro 256 Gb - Morado Oscuro *con Ranura Sim*,7499999,https://articulo.mercadolibre.com.co/MCO-1045952553-apple-iphone-14-pro-256-gb-morado-oscuro-con-ranura-sim-_JM#position=42&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1045952553
Apple iPhone 14 Pro Max (256 Gb) - Morado Oscuro,4829000,https://articulo.mercadolibre.com.co/MCO-1983041614-apple-iphone-14-pro-max-256-gb-morado-oscuro-_JM#position=43&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1983041614
Apple iPhone 14 Pro Max A2893 6gb 128gb,10129000,https://articulo.mercadolibre.com.co/MCO-1307919591-apple-iphone-14-pro-max-a2893-6gb-128gb-_JM#position=44&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1307919591
Apple iPhone 14 A2882 6gb 512gb,9199000,https://articulo.mercadolibre.com.co/MCO-1145728559-apple-iphone-14-a2882-6gb-512gb-_JM#position=45&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1145728559
Apple iPhone 14 Pro A2650 6gb 256gb,6099000,https://articulo.mercadolibre.com.co/MCO-1202936538-apple-iphone-14-pro-a2650-6gb-256gb-_JM#position=46&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1202936538
Apple iPhone 14 Pro Max A2651 6gb 256gb,8499000,https://articulo.mercadolibre.com.co/MCO-1668946070-apple-iphone-14-pro-max-a2651-6gb-256gb-_JM#position=47&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1668946070
Apple iPhone 14 Plus A2632 6gb 256gb,5999000,https://articulo.mercadolibre.com.co/MCO-1157058005-apple-iphone-14-plus-a2632-6gb-256gb-_JM#position=48&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1157058005
Apple iPhone 14 Plus A2888 6gb 256gb Dual Sim Duos,9399000,https://articulo.mercadolibre.com.co/MCO-1164388859-apple-iphone-14-plus-a2888-6gb-256gb-dual-sim-duos-_JM#position=49&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1164388859
Apple iPhone 14 Pro Max A2651 6gb 512gb,10899000,https://articulo.mercadolibre.com.co/MCO-1668921888-apple-iphone-14-pro-max-a2651-6gb-512gb-_JM#position=50&search_layout=stack&type=item&tracking_id=d7425eed-0e49-4618-9917-21be614a5b12,iPhone,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp,Mercado Libre,2023-10-28 20:40:02.364496,MCO1668921888
iPhone 14 128 GB Azul Medianoche,4029000,https://www.ktronix.com/iphone14-128gb-azul-medianoche/p/194253488224,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488224
iPhone 14 Pro Max 128 GB Morado Oscuro,6099000,https://www.ktronix.com/iphone-14-pro-max-128gb-morado-oscuro/p/194253486770,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253486770
iPhone 14 128 GB Morado,4029000,https://www.ktronix.com/iphone14-128gb-morado/p/194253488248,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488248
iPhone 14 128 GB Azul,4029000,https://www.ktronix.com/iphone14-128gb-azul/p/194253488262,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488262
iPhone 14 Pro 128 GB Negro Espacial,5579000,https://www.ktronix.com/iphone-14-pro-128gb-negro-espacial/p/194253488378,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488378
iPhone 14 128 GB Blanco Estrella,4029000,https://www.ktronix.com/iphone14-128gb-blanco-estrella/p/194253488231,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488231
iPhone 14 Pro Max 128 GB Oro,6099000,https://www.ktronix.com/iphone-14-pro-max-128gb-oro/p/194253486763,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253486763
iPhone 14 Pro Max 128 GB Negro Espacial,6099000,https://www.ktronix.com/iphone-14-pro-max-128gb-negro-espacial/p/194253486749,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253486749
iPhone 14 256 GB Azul Medianoche,4749000,https://www.ktronix.com/iphone14-256gb-azul-medianoche/p/194253488279,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488279
iPhone 14 256 GB Púrpura,4749000,https://www.ktronix.com/iphone14-256gb-purpura/p/194253488293,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488293
iPhone 14 128 GB Rojo,4029000,https://www.ktronix.com/iphone14-128gb-rojo/p/194253488255,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488255
iPhone 14 256 GB Blanco estrella,4749000,https://www.ktronix.com/iphone14-256gb-blanco-estrella/p/194253488286,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488286
iPhone 14 128 GB Amarillo,4029000,https://www.ktronix.com/iphone-14-128gb-amarillo/p/194253750062,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253750062
iPhone 14 256 GB Amarillo,4749000,https://www.ktronix.com/iphone-14-256gb-amarillo/p/194253750277,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253750277
iPhone 14 Plus 256 GB Amarillo,5449000,https://www.ktronix.com/iphone-14-plus-256gb-amarillo/p/194253749066,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253749066
iPhone 14 256 GB Azul,4749000,https://www.ktronix.com/iphone14256gb-azul/p/194253488316,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488316
iPhone 14 Plus 128 GB Rojo,4629000,https://www.ktronix.com/iphone-14-plus-128gb-rojo/p/194253488101,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488101
Case APPLE MagSafe iPhone 14 Transparente,299000,https://www.ktronix.com/case-apple-magsafe-iphone-14-transparente/p/194253416920,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253416920
Case APPLE MagSafe iPhone 14 Pro Max Transparente,299000,https://www.ktronix.com/case-apple-magsafe-iphone-14-pro-max-transparente/p/194253417019,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253417019
Case APPLE MagSafe iPhone 14 Pro Transparente,299000,https://www.ktronix.com/case-apple-magsafe-iphone-14-pro-transparente/p/194253416982,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253416982
iPhone 14 Pro 1 TB Morado Oscuro,8599000,https://www.ktronix.com/iphone-14-pro-1tb-moradooscuro/p/194253488521,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488521
iPhone 14 Pro 1 TB Oro,8599000,https://www.ktronix.com/iphone-14-pro-1tb-oro/p/194253488514,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488514
iPhone 14 Pro 1 TB Plata,8599000,https://www.ktronix.com/iphone-14-pro-1tb-plata/p/194253488507,iPhone,https://www.ktronix.com/_ui/responsive/theme-ktronix/images/missing_product_EN_300x300.jpg,Ktronix,2023-10-28 20:40:23.774478,194253488507
